conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username;,processed_tweet
1857653950176178527,Sat Nov 16 06:38:10 +0000 2024,5.0,@OposisiCerdas Tsk Judol pegawai Komdigi membengkak jadi 24 orang. Pertanyaannya : masa dg peg yg terlibat sebanyak itu Budi Arie tidak tahu menahu ? Aneh tapi nyata. https://t.co/qMvRx8ARwG,1.8576745063846625e+18,https://pbs.twimg.com/media/GcfJHlnaMAEezax.jpg,OposisiCerdas,in,,0.0,0.0,1.0,https://x.com/wansrosadi/status/1857674506384662649,1.5554887540891976e+18,wansrosadi;,tsk judol pegawai komdigi membengkak 24 orang pertanyaannya dg peg yg terlibat budi arie menahu aneh nyata
1857627533270987154,Sat Nov 16 03:31:31 +0000 2024,0.0,Meta jadi Medsos dengan Konten Judol Terbanyak yang Disikat Komdigi https://t.co/xTl3m8LpOS,1.8576275332709875e+18,,,in,JKT-INA,0.0,0.0,0.0,https://x.com/20detik/status/1857627533270987154,598959076.0,20detik;,meta medsos konten judol disikat komdigi
1857627150305960183,Sat Nov 16 03:30:00 +0000 2024,0.0,Memasuki semester kedua 2024 PPATK mengungkapkan transaksi judi online mencapai Rp283 triliun! Polri dan Kementerian Komdigi makin tegas memberantas setelah temuan fakta baru. Simak ulasannya dalam #NewsorHoax besok pkl 12.30 WIB di KompasTV! : https://t.co/rUTSoY8ekA https://t.co/zZUe6vliml,1.85762715030596e+18,https://pbs.twimg.com/media/GcazHtiXAAA1ssg.jpg,,in,Indonesia,0.0,1.0,0.0,https://x.com/KompasTV/status/1857627150305960183,71436318.0,KompasTV;,memasuki semester 2024 ppatk transaksi judi online mencapai rp283 triliun polri kementerian komdigi memberantas temuan fakta simak ulasannya newsorhoax besok pkl 12 30 wib kompastv
1857341563510386783,Sat Nov 16 02:52:30 +0000 2024,0.0,@tvOneNews Saya khawatir atasan pegawai komdigi ini tidak bisa tersentuh hukum terkait judi online,1.8576177145395405e+18,,tvOneNews,in,,0.0,0.0,0.0,https://x.com/Sugeng923352519/status/1857617714539540552,1.67222166642296e+18,Sugeng923352519;,khawatir atasan pegawai komdigi tersentuh hukum terkait judi online
"1857423880006340690,Sat Nov 16 01:08:35 +0000 2024,1,@UmarSyadatHsb__ @ListyoSigitP Usut tuntas sampai ke akarnya mustahil gak tau apa-apa ttg kasus orang Komdigi sebelumnya orang dia pemimpinnya kalau gak tau apa-apa berarti lengah. Usut tuntas pak @ListyoSigitP sesuai komitmen bapak Prabowo bersih-bersih ,1857591562357846313,,UmarSyadatHsb__,in,""Sumenep, Jawa Timur "",0,1,0,https://x.com/hidayat__sm/status/1857591562357846313,903139077305729024,hidayat__sm;",,,,,,,,,,,,,,,
"1857586593458172270,Sat Nov 16 00:48:50 +0000 2024,25,Terjerat Skandal Judi Online di Kementerian Komdigi 10 pegawai Komdigi dipecat https://t.co/SJAr5OHghl,1857586593458172270,,,in,""-6.252543,106.806343"",1,2,7,https://x.com/alisyarief/status/1857586593458172270,30201110,alisyarief;",,,,,,,,,,,,,,,
1857583362279616897,Sat Nov 16 00:36:00 +0000 2024,9.0,Tersangka Judi Online Pegawai Komdigi Jadi 24 Orang 6 Orang Masih Buron https://t.co/Mxjwo5O1DM,1.857583362279617e+18,,,in,Jakarta,5.0,5.0,3.0,https://x.com/jawapos/status/1857583362279616897,2392460208.0,jawapos;,tersangka judi online pegawai komdigi 24 orang 6 orang buron
1857582726691565658,Sat Nov 16 00:33:28 +0000 2024,2.0,Berperan sebagai Bandar Polisi Tangkap Buronan Judol Jaringan Komdigi https://t.co/2KjO7Eb44h https://t.co/Et4WGBt2AP,1.8575827266915656e+18,https://pbs.twimg.com/media/Gcd1onObcAAOdEP.png,,in,Indonesia,0.0,0.0,1.0,https://x.com/rmol_id/status/1857582726691565658,990237626.0,rmol_id;,berperan bandar polisi tangkap buronan judol jaringan komdigi
1857575984192696684,Sat Nov 16 00:06:41 +0000 2024,1.0,Lihat postingan ini Bukan Memblokir Justru Beternak Situs Judi Online: Pegawai Komdigi Terjebak dalam Kemunafikan Demokrasi . https://t.co/gNQCdo8ws0,1.8575759841926968e+18,,,in,,0.0,0.0,4.0,https://x.com/beritadakwahku/status/1857575984192696684,1.739145706940846e+18,beritadakwahku;,lihat postingan memblokir beternak situs judi online pegawai komdigi terjebak kemunafikan demokrasi
1857571313214529718,Fri Nov 15 23:48:07 +0000 2024,0.0,((( penghubung Komdigi ))),1.8575713132145295e+18,,,in,#RepublikHomPimPah,0.0,0.0,0.0,https://x.com/KicauSunyi/status/1857571313214529718,260575817.0,KicauSunyi;,penghubung komdigi
1857567726207918447,Fri Nov 15 23:33:52 +0000 2024,2.0,Dukung Komdigi Berantas Judi Online Gavriel Novanto Sebut Komisi I DPR RI Bakal Bentuk Panja Judol https://t.co/UiiP7HRAJz #partaigolkar #bahlillahadalia #golkarpedia #golkarindonesia #GolkarSolidIndonesiaMaju #GavrielPutrantoNovanto https://t.co/Mqf1xCVhaU,1.8575677262079183e+18,https://pbs.twimg.com/media/GcdoAJtaMAQw4yC.jpg,,in,,0.0,0.0,2.0,https://x.com/Golkar_News/status/1857567726207918447,1.5765596060834245e+18,Golkar_News;,dukung komdigi berantas judi online gavriel novanto komisi i dpr ri bentuk panja judol partaigolkar bahlillahadalia golkarpedia golkarindonesia golkarsolidindonesiamaju gavrielputrantonovanto
1857566472241033617,Fri Nov 15 23:28:53 +0000 2024,0.0,Terungkap Bandar Situs Judi Online Setor Uang Rp 24 Juta ke Oknum Pegawai Komdigi Tiap Bulan https://t.co/GR97tOgLxX Download Opera News untuk berita terbaik lainnya! https://t.co/u62nyPEHyA,1.8575664722410337e+18,,,in,Bogor,0.0,0.0,0.0,https://x.com/BandhaSarana/status/1857566472241033617,1.5843930873248113e+18,BandhaSarana;,terungkap bandar situs judi online setor uang rp 24 juta oknum pegawai komdigi download opera news berita terbaik
"1857564366499098682,Fri Nov 15 23:20:31 +0000 2024,0,Berperan sebagai Bandar Polisi Tangkap Buronan Judol Jaringan Komdigi - https://t.co/2HFRXDXJCk,1857564366499098682,,,in,""Ponorogo, Indonesia"",0,0,0,https://x.com/Ponorogo_Berkah/status/1857564366499098682,959859070575394816,Ponorogo_Berkah;",,,,,,,,,,,,,,,
1857559718753087492,Fri Nov 15 23:02:03 +0000 2024,30.0,Berperan sebagai Bandar Polisi Tangkap Buronan Judol Jaringan Komdigi https://t.co/lKnY0uy5yF,1.8575597187530875e+18,,,in,Indonesia,1.0,2.0,16.0,https://x.com/geloraco/status/1857559718753087492,3319260420.0,geloraco;,berperan bandar polisi tangkap buronan judol jaringan komdigi
1857546148166381834,Fri Nov 15 22:08:07 +0000 2024,0.0,Kira2 kesempatan apa yg di ambil dari kasus heboh ini menutupi masalah komdigi atau memang begitu banyaknya kejahatan di negeri bedebah ini.,1.8575461481663816e+18,,,in,jogjakarta,0.0,1.0,0.0,https://x.com/sufrizal88/status/1857546148166381834,2167510393.0,sufrizal88;,kira2 kesempatan yg ambil heboh menutupi komdigi banyaknya kejahatan negeri bedebah
1857443808608493725,Fri Nov 15 15:21:28 +0000 2024,23.0,6 Orang Jadi Buron Kasus Judi Online Komdigi Polisi Beberkan Perannya https://t.co/wUO0hvK140,1.8574438086084936e+18,,,in,Indonesia,0.0,0.0,16.0,https://x.com/geloraco/status/1857443808608493725,3319260420.0,geloraco;,6 orang buron judi online komdigi polisi beberkan perannya
1857442181969220039,Fri Nov 15 15:15:00 +0000 2024,3.0,Memasuki semester kedua 2024 PPATK mengungkapkan transaksi judi online mencapai Rp283 triliun! Polri dan Kementerian Komdigi makin tegas memberantas setelah temuan fakta baru. Simak ulasannya dalam #NewsorHoax besok pkl 12.30 WIB di KompasTV! : https://t.co/rUTSoY8ekA https://t.co/3EnNPhlUx5,1.85744218196922e+18,https://pbs.twimg.com/media/GcazHtiXAAA1ssg.jpg,,in,Indonesia,0.0,1.0,1.0,https://x.com/KompasTV/status/1857442181969220039,71436318.0,KompasTV;,memasuki semester 2024 ppatk transaksi judi online mencapai rp283 triliun polri kementerian komdigi memberantas temuan fakta simak ulasannya newsorhoax besok pkl 12 30 wib kompastv
1857440923510046727,Fri Nov 15 15:10:00 +0000 2024,0.0,POLISI menangkap tersangka kasus judi online yang melibatkan pegawai Kementerian Komunikasi dan Digital (Komdigi) berinisial HE. https://t.co/Tva2QK1EbC,1.8574409235100467e+18,,,in,Jakarta - Indonesia,0.0,1.0,2.0,https://x.com/mediaindonesia/status/1857440923510046727,68930552.0,mediaindonesia;,polisi menangkap tersangka judi online melibatkan pegawai kementerian komunikasi digital komdigi berinisial he
1857440553941733700,Fri Nov 15 15:08:32 +0000 2024,18.0,Terungkap Bandar Situs Judi Online Setor Uang Rp 24 Juta ke Oknum Pegawai Komdigi Tiap Bulan https://t.co/J8L9ukKfDz,1.8574405539417336e+18,,,in,,0.0,0.0,15.0,https://x.com/OposisiCerdas/status/1857440553941733700,8.87743587579945e+17,OposisiCerdas;,terungkap bandar situs judi online setor uang rp 24 juta oknum pegawai komdigi
"1857432859453329745,Fri Nov 15 14:37:57 +0000 2024,0,Biar diperiksa dulu kalau tidak terbukti kenapa harus takut? Biarin aja yg jadi pertanyaan waktu Budi yg pimpin dulu gakbisa kebongkar giliran pimpinannya diganti kok bisa langsung kebongkar boroknya pegawai komdigi.,1857432859453329745,,,in,""DKI Jakarta, Indonesia"",0,0,0,https://x.com/Parhobas273793/status/1857432859453329745,1816087531689238531,Parhobas273793;",,,,,,,,,,,,,,,
"1857431966905479317,Fri Nov 15 14:34:24 +0000 2024,0,Kasus judi online melibatkan oknum Komdigi 18 tersangka ditangkap dan aset judi disita oleh polisi. #PoldaMetroJaya #Judionline https://t.co/t8dHzNgW25,1857431966905479317,,,in,""Sulawesi Tengah, Indonesia"",0,0,0,https://x.com/gemasulawesi/status/1857431966905479317,1085760348798410753,gemasulawesi;",,,,,,,,,,,,,,,
1857429594779144290,Fri Nov 15 14:24:59 +0000 2024,0.0,Kasus pemblokiran situs judi online (judol) yang melibatkan pegawai Kementerian Komunikasi dan Digital (Komdigi) terus berkembang hingga terbaru Polda Metro Jaya berhasil menangkap seorang bandar judol berinisial HE. HE merupakan bandar atau bos di situs judol dengan nama situs,1.857429594779144e+18,,,in,Jakarta,0.0,0.0,0.0,https://x.com/indozonemedia/status/1857429594779144290,350668803.0,indozonemedia;,pemblokiran situs judi online judol melibatkan pegawai kementerian komunikasi digital komdigi berkembang terbaru polda metro jaya berhasil menangkap bandar judol berinisial he he bandar bos situs judol nama situs
1857428167155466270,Fri Nov 15 14:19:19 +0000 2024,1.0,Dukung Komdigi Berantas Judi Online Gavriel Novanto Sebut Komisi I DPR RI Bakal Bentuk Panja Judol Anggota DPR RI Gavriel Putranto Novanto https://t.co/EUvmIXnrQx #golkarindonesia #HUTKe60Golkar #golkarpedia #bahlillahadalia #gavrielnovanto https://t.co/dtHu2MOB6p,1.8574281671554665e+18,https://pbs.twimg.com/ext_tw_video_thumb/1857428155860209664/pu/img/Up5hF14Vkvj3lkEq.jpg,,in,,0.0,0.0,1.0,https://x.com/squadgolkar/status/1857428167155466270,1.5931713870570496e+18,squadgolkar;,dukung komdigi berantas judi online gavriel novanto komisi i dpr ri bentuk panja judol anggota dpr ri gavriel putranto novanto golkarindonesia hutke60golkar golkarpedia bahlillahadalia gavrielnovanto
1857421434290934205,Fri Nov 15 13:52:33 +0000 2024,4.0,Terungkap Bandar Situs Judi Online Setor Uang Rp 24 Juta ke Oknum Pegawai Komdigi Tiap Bulan https://t.co/vP1kh4q4on,1.8574214342909343e+18,,,in,Indonesia,0.0,0.0,0.0,https://x.com/BeritakanID_com/status/1857421434290934205,1.5124834426003415e+18,BeritakanID_com;,terungkap bandar situs judi online setor uang rp 24 juta oknum pegawai komdigi
1857417651037077692,Fri Nov 15 13:37:31 +0000 2024,5.0,Bantu Komdigi Kejagung Nyatakan Siap Ikut Berantas Masalah Judi Online https://t.co/fjkX4cbUSz,1.8574176510370775e+18,,,in,Indonesia,0.0,0.0,0.0,https://x.com/BeritakanID_com/status/1857417651037077692,1.5124834426003415e+18,BeritakanID_com;,bantu komdigi kejagung nyatakan berantas judi online
1857416836037656996,Fri Nov 15 13:34:17 +0000 2024,0.0,Komdigi pliss blokir bokep jepang gw sakit hati,1.857416836037657e+18,,,in,,0.0,0.0,0.0,https://x.com/budapest_tm/status/1857416836037656996,1.079709028488405e+18,budapest_tm;,komdigi pliss blokir bokep jepang gw sakit hati
1857415736324685867,Fri Nov 15 13:29:58 +0000 2024,1.0, Laporkan konten judi melalui: https://t.co/Oz8agLskjA | WA: 0811-9224-545 WA Chatbot: 0811-1001-5080 Mari bersama wujudkan ruang digital yang sehat dan positif! #AntiJudiOnline #PemberantasanKontenNegatif #Komdigi #StopJudiOnline #JudiBikinBobol,1.857415751000552e+18,,KominfoPulpis,in,,0.0,0.0,0.0,https://x.com/KominfoPulpis/status/1857415751000551631,9.0870933544167e+17,KominfoPulpis;,laporkan konten judi wa 0811 9224 545 wa chatbot 0811 1001 5080 mari wujudkan ruang digital sehat positif antijudionline pemberantasankontennegatif komdigi stopjudionline judibikinbobol
1857412361495433367,Fri Nov 15 13:16:30 +0000 2024,0.0,SMSI Usulkan Penyempurnaan Penataan Masyarakat Pers Indonesia Satu Pintu di Komdigi https://t.co/6qLbTGHuRo #cirebon,1.8574123614954332e+18,,,in,CIREBON - INDONESIA,0.0,0.0,0.0,https://x.com/AboutCirebonID/status/1857412361495433367,278855466.0,AboutCirebonID;,smsi usulkan penyempurnaan penataan masyarakat pers indonesia pintu komdigi cirebon
1857411983248699693,Fri Nov 15 13:15:00 +0000 2024,1.0,Memasuki semester kedua 2024 PPATK mengungkapkan transaksi judi online mencapai Rp283 triliun! Polri dan Kementerian Komdigi makin tegas memberantas setelah temuan fakta baru. Simak ulasannya dalam #NewsorHoax besok pkl 12.30 WIB di KompasTV! : https://t.co/rUTSoY7Gv2 https://t.co/CWIr9DCQKg,1.8574119832487e+18,https://pbs.twimg.com/media/GcazHtiXAAA1ssg.jpg,,in,Indonesia,0.0,0.0,0.0,https://x.com/KompasTV/status/1857411983248699693,71436318.0,KompasTV;,memasuki semester 2024 ppatk transaksi judi online mencapai rp283 triliun polri kementerian komdigi memberantas temuan fakta simak ulasannya newsorhoax besok pkl 12 30 wib kompastv
1857411644227555674,Fri Nov 15 13:13:39 +0000 2024,18.0,Lagi! Polisi Tangkap Bandar Judi Online Libatkan Pegawai Komdigi Pemilik Web Keris123 https://t.co/axQplELp04,1.857411644227556e+18,,,in,,0.0,0.0,12.0,https://x.com/OposisiCerdas/status/1857411644227555674,8.87743587579945e+17,OposisiCerdas;,polisi tangkap bandar judi online libatkan pegawai komdigi pemilik web keris123
1857410213856555443,Fri Nov 15 13:07:58 +0000 2024,0.0,Bandar judol alias judi online berinisial HE menyetor uang sebesar Rp 24 juta per situs kepada pegawai Kementerian Komunikasi dan Digital (Komdigi) agar situsnya tidak diblokir. https://t.co/3CSya3M6To,1.8574102138565555e+18,,,in,,0.0,0.0,0.0,https://x.com/EICom2023/status/1857410213856555443,1.7226286032871178e+18,EICom2023;,bandar judol alias judi online berinisial he menyetor uang rp 24 juta situs pegawai kementerian komunikasi digital komdigi situsnya diblokir
1857195339687895248,Fri Nov 15 13:06:30 +0000 2024,0.0,@UmarSyadatHsb__ Bagus. Biar #FufufafaPsikopatKronis dan #FufufafaAibNasional terus viral. Komdigi dan APH harus membuka dgn bukti2 valid siapa sebenarnya pemilik asli akun FUFUFAFA tsb. Lalu adili. Dia telah menghina habis2an pak @prabowo dan keluarga. Berani???,1.8574098438057784e+18,,UmarSyadatHsb__,in,Indonesia,0.0,0.0,0.0,https://x.com/harryfathoe111/status/1857409843805778245,1.7206269305278956e+18,harryfathoe111;,bagus biar fufufafapsikopatkronis fufufafaaibnasional viral komdigi aph membuka dgn bukti2 valid pemilik asli akun fufufafa tsb adili menghina habis2an keluarga berani
1857408211877519654,Fri Nov 15 13:00:01 +0000 2024,2.0,Polisi tetapkan 18 tersangka kasus perlindungan situs judi online 10 di antaranya pegawai Komdigi. Bagaimana tanggapan dari Wakil Menteri Komdigi Nezar Patria? Selengkapnya dalam #LanturanKompasTV sekarang hanya di Youtube KompasTV ▶️: https://t.co/pGeNlPNFsv https://t.co/L09aWxCEs7,1.85740821187752e+18,https://pbs.twimg.com/media/GcaoX6CbwAA2FuS.jpg,,in,Indonesia,0.0,0.0,0.0,https://x.com/KompasTV/status/1857408211877519654,71436318.0,KompasTV;,polisi tetapkan 18 tersangka perlindungan situs judi online 10 pegawai komdigi tanggapan wakil menteri komdigi nezar patria selengkapnya lanturankompastv youtube kompastv
1857405456823566805,Fri Nov 15 12:49:04 +0000 2024,0.0,SMSI Pusat Dukung Kementerian Komdigi Meregulasi Media Digital https://t.co/8D1Sj6IZbN,1.8574054568235668e+18,,,in,Medan,0.0,0.0,0.0,https://x.com/WaspadaOnline/status/1857405456823566805,78596326.0,WaspadaOnline;,smsi pusat dukung kementerian komdigi meregulasi media digital
1857400593708618099,Fri Nov 15 12:29:45 +0000 2024,10.0,TONIGHT LIVE @ 20.30 WIB : https://t.co/VWRSwj83S0 Spicy Talk yang normal balik lagi! Bahas fufufafa bikin lapor Pak Wapres skandal komdigi kunjungan Prabowo ke luar negeri drama karangan bunga vtuber dan rusuh di Amsterdam.,1.857400593708618e+18,,,in,In your phone,0.0,0.0,1.0,https://x.com/tilehopper/status/1857400593708618099,1.2496621339161928e+18,tilehopper;,tonight live 20 30 wib spicy talk normal bahas fufufafa bikin lapor wapres skandal komdigi kunjungan prabowo negeri drama karangan bunga vtuber rusuh amsterdam
"1857398148467192297,Fri Nov 15 12:20:02 +0000 2024,0,Satu DPO dalam Kasus Judol yang Melibatkan Oknum Pegawai Komdigi Diringkus Polisi #DPO #JudiOnline #Komdigi https://t.co/4fklJ4ceSb,1857398148467192297,,,in,""Kota Depok, Jawa Barat"",0,0,0,https://x.com/portalinfomase/status/1857398148467192297,1531670208217116673,portalinfomase;",,,,,,,,,,,,,,,
1857396890268303746,Fri Nov 15 12:15:02 +0000 2024,23.0,Menteri Meutya Hafid Pecat 10 Pegawai Kementerian Komdigi yang Terlibat Judi Online https://t.co/Exu71hqB6Q,1.857396890268304e+18,,,in,Indonesia,0.0,0.0,1.0,https://x.com/tempodotco/status/1857396890268303746,18129942.0,tempodotco;,menteri meutya hafid pecat 10 pegawai kementerian komdigi terlibat judi online
1857335943096840480,Fri Nov 15 12:01:55 +0000 2024,1.0,@remotivi Setuju sama yg lain. Pas bgt buat ghibahin komdigi kalau sama @irwndfrry ,1.8573935929077809e+18,,remotivi,in,Indonesia,0.0,0.0,0.0,https://x.com/atasnamakaniko/status/1857393592907780589,1.449394007855952e+18,atasnamakaniko;,setuju yg pas bgt ghibahin komdigi
1857393117202182627,Fri Nov 15 12:00:02 +0000 2024,3.0,Polisi tetapkan 18 tersangka kasus perlindungan situs judi online 10 di antaranya pegawai Komdigi. Bagaimana tanggapan dari Wakil Menteri Komdigi Nezar Patria? Selengkapnya dalam #LanturanKompasTV malam ini pkl 20.00 WIB hanya di Youtube KompasTV ▶️: https://t.co/pGeNlPN7CX https://t.co/5AxBBuD92E,1.857393117202183e+18,https://pbs.twimg.com/media/GcaoX6CbwAA2FuS.jpg,,in,Indonesia,1.0,0.0,1.0,https://x.com/KompasTV/status/1857393117202182627,71436318.0,KompasTV;,polisi tetapkan 18 tersangka perlindungan situs judi online 10 pegawai komdigi tanggapan wakil menteri komdigi nezar patria selengkapnya lanturankompastv malam pkl 20 00 wib youtube kompastv
1857393002769223789,Fri Nov 15 11:59:35 +0000 2024,52.0,Satu lagi bandar judi online berinisial HE ditangkap polisi di salah satu hotel di Jakarta Selatan. Selain memiliki situs Keris123 HE sebagai penghubung Komdigi dan bandar. Demikian dikatakan Kepala Bidang Humas Polda Metro Jaya Kombes Pol Ade Ary Syam Indradi Jumat (15/11). https://t.co/FIksYPe90N,1.857393002769224e+18,https://pbs.twimg.com/ext_tw_video_thumb/1857392513088376832/pu/img/yr2wtaEg2b9C_ryH.jpg,,in,,3.0,4.0,28.0,https://x.com/RadioElshinta/status/1857393002769223789,121640063.0,RadioElshinta;,bandar judi online berinisial he ditangkap polisi salah hotel jakarta selatan memiliki situs keris123 he penghubung komdigi bandar kepala bidang humas polda metro jaya kombes pol ade ary syam indradi jumat 15 11
1857390984210129223,Fri Nov 15 11:51:33 +0000 2024,0.0,@kemkominfo blokir akun pemengaruh promosi judol Video by @djikp #AntiJudiOnline #PemberantasanKontenNegatif #Komdigi #StopJudiOnline #JudiBikinBobol https://t.co/ZMHTT9tyxG,1.857390984210129e+18,https://pbs.twimg.com/ext_tw_video_thumb/1857390034523193344/pu/img/ZGnFOd4vZoBcuBEf.jpg,kemkominfo,in,Bandung,0.0,0.0,0.0,https://x.com/humasjabar/status/1857390984210129223,2455950804.0,humasjabar;,blokir akun pemengaruh promosi judol video by antijudionline pemberantasankontennegatif komdigi stopjudionline judibikinbobol
1857371527483941262,Fri Nov 15 11:38:06 +0000 2024,0.0,@alvinlie21 Gaes kita butuh nama buat brand foto booth kita. Random employee: https://t.co/dVok3Q8gP7,1.8573875976409825e+18,https://pbs.twimg.com/media/GcbELJObsAAlaTu.jpg,alvinlie21,in,,0.0,0.0,0.0,https://x.com/komdigi_id/status/1857387597640982649,2328150236.0,komdigi_id;,gaes butuh nama brand foto booth random employee
1857380001349243001,Fri Nov 15 11:34:24 +0000 2024,1.0,@karimasoyou Wth ada komdigi,1.8573866665012268e+18,,karimasoyou,in,,0.0,1.0,0.0,https://x.com/Franziuskan/status/1857386666501226865,1.598233125645357e+18,Franziuskan;,wth komdigi
1857362547097137428,Fri Nov 15 09:58:34 +0000 2024,0.0,Bandar Situs Judol yang Minta Perlindungan Pegawai Komdigi Ditangkap https://t.co/j9ag1UWi40,1.8573625470971372e+18,,,in,,0.0,0.0,0.0,https://x.com/IDNTimes/status/1857362547097137428,388190238.0,IDNTimes;,bandar situs judol perlindungan pegawai komdigi ditangkap
1857042273181032803,Fri Nov 15 09:57:20 +0000 2024,1.0,@ListyoSigitP Kpan d Agenda kan pemanggilan Budi Arie pak @ListyoSigitP krna pra Anggota @DPR_RI sdah beri kisi² terkait atasan komdigi d duga kuat ikut serta serta d dlm nya,1.8573622372096453e+18,,ListyoSigitP,in,South Africa,0.0,0.0,0.0,https://x.com/UwohMe/status/1857362237209645253,1.6075735073445888e+18,UwohMe;,kpan d agenda pemanggilan budi arie krna pra anggota sdah kisi² terkait atasan komdigi d duga kuat d dlm nya
1857361775576191063,Fri Nov 15 09:55:46 +0000 2024,0.0,Dari 18 orang tersangka itu 10 orang adalah pegawai Komdigi dan 8 lainnya adalah warga sipil.,1.8573618465228104e+18,,inang_hasiholan,in,,0.0,1.0,0.0,https://x.com/inang_hasiholan/status/1857361846522810369,8.031428987492925e+17,inang_hasiholan;,18 orang tersangka 10 orang pegawai komdigi 8 warga sipil
1857361775576191063,Fri Nov 15 09:55:44 +0000 2024,0.0,Kasus mafia akses judi online yang melibatkan pegawai Komdigi saat ini ditangani oleh Polda Metro Jaya.,1.857361838096208e+18,,inang_hasiholan,in,,0.0,1.0,0.0,https://x.com/inang_hasiholan/status/1857361838096208010,8.031428987492925e+17,inang_hasiholan;,mafia akses judi online melibatkan pegawai komdigi ditangani polda metro jaya
1857361775576191063,Fri Nov 15 09:55:39 +0000 2024,0.0,Bapak Presiden sudah memberikan petunjuk dan arahan kepada Jaksa Agung kepada Kapolri untuk menangani masalah judi online termasuk kepada Ibu Menteri (Komdigi) tutur Prasetyo.,1.8573618143314575e+18,,inang_hasiholan,in,,0.0,1.0,0.0,https://x.com/inang_hasiholan/status/1857361814331457892,8.031428987492925e+17,inang_hasiholan;,presiden petunjuk arahan jaksa agung kapolri menangani judi online menteri komdigi prasetyo
1857361775576191063,Fri Nov 15 09:55:35 +0000 2024,0.0,Kalau kita berantas beliau ingin menegakkan hukum setegak-tegaknya kata Prasetyo di Kantor Komdigi Jakarta Pusat Kamis (14/11/2024).,1.857361796438348e+18,,inang_hasiholan,in,,0.0,1.0,0.0,https://x.com/inang_hasiholan/status/1857361796438348120,8.031428987492925e+17,inang_hasiholan;,berantas beliau menegakkan hukum setegak tegaknya prasetyo kantor komdigi jakarta pusat kamis 14 11 2024
1857361775576191063,Fri Nov 15 09:55:31 +0000 2024,0.0,Kasus buka akses judi online yang menyeret pegawai Kementerian Komunikasi dan Digital (Komdigi) tengah menyita perhatian.,1.857361781011919e+18,,inang_hasiholan,in,,0.0,1.0,0.0,https://x.com/inang_hasiholan/status/1857361781011919041,8.031428987492925e+17,inang_hasiholan;,buka akses judi online menyeret pegawai kementerian komunikasi digital komdigi menyita perhatian
1857361775576191063,Fri Nov 15 09:55:30 +0000 2024,0.0,Mensesneg Ungkap Arah Tegas Prabowo soal Kasus Mafia Akses Judol Komdigi https://t.co/Sus6irUXyh https://t.co/AYYkWi68HA,1.857361775576191e+18,https://pbs.twimg.com/media/Gcar1pga0AApCxA.jpg,,in,,0.0,1.0,0.0,https://x.com/inang_hasiholan/status/1857361775576191063,8.031428987492925e+17,inang_hasiholan;,mensesneg arah prabowo mafia akses judol komdigi
1857359473343656018,Fri Nov 15 09:46:21 +0000 2024,2.0,Kementerian Komdigi dan OJK sepakat memperkuat regulasi serta meningkatkan pemantauan transaksi yang berpotensi terkait aktivitas judi online. #GolkarIndonesia #PartaiGolkar https://t.co/SZthlLJDCb,1.857359473343656e+18,,,in,Jl Anggrek Neli Murni Jakarta ,0.0,1.0,1.0,https://x.com/golkar_id/status/1857359473343656018,1.1915703810998272e+18,golkar_id;,kementerian komdigi ojk sepakat memperkuat regulasi meningkatkan pemantauan transaksi berpotensi terkait aktivitas judi online golkarindonesia partaigolkar
1857358533823778884,Fri Nov 15 09:42:37 +0000 2024,0.0,kemajuan di Komdigi....yeay #JudolBikinBobol,1.8573585338237788e+18,,,in,Jakarta - INDONESIA,0.0,0.0,0.0,https://x.com/oktorairahadi/status/1857358533823778884,57649580.0,oktorairahadi;,kemajuan komdigi yeay judolbikinbobol
1857358332715311181,Fri Nov 15 09:42:05 +0000 2024,0.0,Dari 18 orang tersangka itu 10 orang adalah pegawai Komdigi dan 8 lainnya adalah warga sipil.,1.8573583993415232e+18,,Rizwariryb,in,Senayan Jakarta Selatan,0.0,1.0,0.0,https://x.com/Rizwariryb/status/1857358399341523261,2428768339.0,Rizwariryb;,18 orang tersangka 10 orang pegawai komdigi 8 warga sipil
1857358332715311181,Fri Nov 15 09:42:02 +0000 2024,0.0,Kasus mafia akses judi online yang melibatkan pegawai Komdigi saat ini ditangani oleh Polda Metro Jaya.,1.857358390223393e+18,,Rizwariryb,in,Senayan Jakarta Selatan,0.0,1.0,0.0,https://x.com/Rizwariryb/status/1857358390223393075,2428768339.0,Rizwariryb;,mafia akses judi online melibatkan pegawai komdigi ditangani polda metro jaya
1857358332715311181,Fri Nov 15 09:41:56 +0000 2024,0.0,Bapak Presiden sudah memberikan petunjuk dan arahan kepada Jaksa Agung kepada Kapolri untuk menangani masalah judi online termasuk kepada Ibu Menteri (Komdigi) tutur Prasetyo.,1.8573583643445207e+18,,Rizwariryb,in,Senayan Jakarta Selatan,0.0,1.0,0.0,https://x.com/Rizwariryb/status/1857358364344521215,2428768339.0,Rizwariryb;,presiden petunjuk arahan jaksa agung kapolri menangani judi online menteri komdigi prasetyo
